,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y,outcome,log_dur
484,37,self-employed,married,tertiary,no,137,no,no,cellular,13,aug,244,6,-1,0,unknown,no,0,2.3873898263387296
485,28,technician,single,secondary,no,618,yes,no,cellular,7,may,281,1,-1,0,unknown,no,0,2.44870631990508
486,54,retired,married,secondary,no,1139,yes,no,cellular,14,may,155,1,177,7,failure,no,0,2.1903316981702914
487,49,blue-collar,married,primary,no,365,no,no,unknown,26,may,59,2,-1,0,unknown,no,0,1.7708520116421442
488,58,services,married,primary,no,65,no,no,unknown,27,jun,162,1,-1,0,unknown,no,0,2.2095150145426308
489,48,blue-collar,married,secondary,no,1159,yes,yes,cellular,15,may,1181,9,-1,0,unknown,no,0,3.072249897613515
490,32,blue-collar,single,secondary,no,-84,yes,no,cellular,11,may,426,1,-1,0,unknown,no,0,2.629409599102719
491,57,housemaid,married,primary,no,0,no,no,unknown,9,jun,257,2,-1,0,unknown,no,0,2.4099331233312946
492,52,technician,married,secondary,no,118,no,no,cellular,28,aug,16,20,-1,0,unknown,no,0,1.2041199826559248
493,28,blue-collar,married,secondary,no,4287,no,no,cellular,30,apr,171,1,-1,0,unknown,no,0,2.2329961103921536
494,40,self-employed,married,secondary,no,1516,yes,yes,unknown,23,may,373,1,-1,0,unknown,no,0,2.571708831808688
495,40,technician,married,secondary,no,697,no,no,cellular,24,jun,220,2,219,2,other,no,0,2.342422680822206
496,42,admin.,divorced,secondary,no,63,no,no,unknown,16,may,88,6,-1,0,unknown,no,0,1.9444826721501687
497,30,blue-collar,married,primary,no,2581,no,no,unknown,12,may,221,2,-1,0,unknown,no,0,2.3443922736851106
498,39,entrepreneur,married,secondary,no,0,no,no,cellular,21,nov,108,7,-1,0,unknown,no,0,2.03342375548695
499,51,self-employed,divorced,secondary,no,1291,yes,no,unknown,3,jun,51,2,-1,0,unknown,no,0,1.7075701760979363
500,63,retired,married,secondary,no,2747,no,no,cellular,11,sep,113,1,80,1,failure,no,0,2.05307844348342
501,27,services,single,secondary,no,795,no,no,cellular,6,feb,101,3,-1,0,unknown,no,0,2.0043213737826426
502,48,unknown,married,unknown,no,286,no,no,cellular,30,jul,166,2,-1,0,unknown,no,0,2.220108088040055
503,48,management,married,secondary,no,2294,yes,no,unknown,26,may,251,11,-1,0,unknown,no,0,2.399673721481038
504,37,services,divorced,secondary,no,532,yes,no,unknown,11,jun,199,1,-1,0,unknown,no,0,2.298853076409707
505,35,management,married,tertiary,no,552,yes,yes,cellular,19,nov,314,2,124,1,failure,no,0,2.496929648073215
506,57,management,married,tertiary,no,3250,no,no,cellular,20,aug,162,3,-1,0,unknown,no,0,2.2095150145426308
507,30,admin.,married,tertiary,no,400,yes,no,cellular,7,may,223,1,-1,0,unknown,no,0,2.3483048630481607
508,55,blue-collar,married,primary,no,1649,yes,no,cellular,12,may,52,3,-1,0,unknown,no,0,1.7160033436347992
509,46,technician,married,secondary,no,410,no,yes,cellular,21,nov,162,5,-1,0,unknown,no,0,2.2095150145426308
510,32,blue-collar,single,tertiary,no,3014,yes,no,cellular,7,may,291,2,-1,0,unknown,no,0,2.4638929889859074
511,40,technician,single,tertiary,no,226,no,no,cellular,15,jan,176,2,-1,0,unknown,no,0,2.24551266781415
512,43,entrepreneur,married,secondary,no,59,no,no,unknown,13,may,437,2,-1,0,unknown,no,0,2.640481436970422
513,38,technician,single,tertiary,no,744,yes,no,cellular,14,may,283,1,288,12,other,no,0,2.45178643552429
514,26,technician,single,secondary,no,455,no,no,cellular,29,jan,240,1,182,8,other,no,0,2.380211241711606
515,50,management,married,secondary,no,732,no,no,cellular,7,apr,736,7,-1,0,unknown,no,0,2.866877814337499
516,42,management,divorced,tertiary,no,16,no,no,cellular,19,nov,140,3,-1,0,unknown,no,0,2.146128035678238
517,40,self-employed,married,tertiary,no,1603,no,no,unknown,17,jun,279,1,-1,0,unknown,no,0,2.4456042032735974
518,55,technician,married,secondary,no,0,yes,no,unknown,30,may,119,2,-1,0,unknown,no,0,2.075546961392531
519,38,self-employed,single,secondary,no,1146,yes,no,unknown,21,may,91,2,-1,0,unknown,no,0,1.9590413923210936
520,52,entrepreneur,married,secondary,no,0,no,no,cellular,7,aug,82,2,-1,0,unknown,no,0,1.9138138523837167
521,20,student,single,secondary,no,502,no,no,cellular,30,apr,261,1,-1,0,unknown,yes,1,2.416640507338281
522,68,retired,divorced,secondary,no,4189,no,no,telephone,14,jul,897,2,-1,0,unknown,yes,1,2.952792443044092
523,32,management,single,tertiary,no,2536,yes,no,cellular,26,aug,958,6,-1,0,unknown,yes,1,2.9813655090785445
524,49,technician,married,tertiary,no,1235,no,no,cellular,13,aug,354,3,-1,0,unknown,yes,1,2.5490032620257876
525,78,retired,divorced,primary,no,229,no,no,telephone,22,oct,97,1,-1,0,unknown,yes,1,1.9867717342662448
526,32,blue-collar,married,secondary,no,2089,yes,no,cellular,14,nov,132,1,-1,0,unknown,yes,1,2.12057393120585
527,33,management,married,secondary,no,3935,yes,no,cellular,6,may,765,1,342,2,failure,yes,1,2.8836614351536176
528,61,admin.,married,unknown,no,4629,yes,no,cellular,27,jan,181,1,92,1,success,yes,1,2.2576785748691846
529,45,blue-collar,divorced,primary,no,844,no,no,unknown,5,jun,1018,3,-1,0,unknown,yes,1,3.00774777800074
530,34,technician,married,tertiary,no,1539,yes,no,cellular,15,jun,441,1,56,1,other,yes,1,2.6444385894678386
531,37,management,married,tertiary,no,0,no,no,cellular,16,jul,268,2,182,3,success,yes,1,2.428134794028789
532,27,admin.,divorced,secondary,no,451,yes,no,cellular,16,jul,652,1,-1,0,unknown,yes,1,2.81424759573192
533,52,services,married,secondary,no,657,no,no,telephone,7,jul,398,2,460,2,failure,yes,1,2.5998830720736876
534,37,management,married,tertiary,no,1315,no,no,cellular,30,jun,224,1,-1,0,unknown,yes,1,2.3502480183341627
535,27,services,single,secondary,no,-195,yes,no,cellular,18,may,391,1,-1,0,unknown,yes,1,2.5921767573958667
536,31,unemployed,single,primary,no,406,no,no,cellular,4,feb,736,1,-1,0,unknown,yes,1,2.866877814337499
537,56,unemployed,married,primary,no,3391,no,no,cellular,21,apr,243,1,-1,0,unknown,yes,1,2.385606273598312
538,21,student,single,secondary,no,2488,no,no,cellular,30,jun,258,6,169,3,success,yes,1,2.41161970596323
539,25,student,single,secondary,no,331,no,no,telephone,26,aug,170,4,-1,0,unknown,yes,1,2.230448921378274
540,25,technician,single,secondary,no,505,no,yes,cellular,17,nov,386,2,-1,0,unknown,yes,1,2.586587304671755
541,34,self-employed,single,tertiary,no,462,no,no,cellular,21,aug,1877,3,-1,0,unknown,yes,1,3.273464272621346
542,77,retired,divorced,tertiary,no,4659,no,no,cellular,14,apr,161,1,-1,0,unknown,yes,1,2.2068258760318495
543,52,management,married,tertiary,no,-970,yes,no,cellular,4,feb,489,1,-1,0,unknown,yes,1,2.6893088591236203
544,55,admin.,married,secondary,no,602,no,no,cellular,1,jun,324,3,90,2,success,yes,1,2.510545010206612
545,28,management,single,tertiary,no,80,no,no,cellular,20,oct,676,2,146,2,failure,yes,1,2.829946695941636
546,56,retired,married,secondary,no,-1206,yes,no,cellular,15,jun,382,2,-1,0,unknown,yes,1,2.582063362911709
547,75,retired,married,secondary,no,3771,no,no,telephone,15,apr,185,1,181,2,success,yes,1,2.2671717284030137
548,35,technician,single,tertiary,no,2658,yes,no,cellular,19,aug,768,2,141,3,failure,yes,1,2.885361220031512
549,29,blue-collar,single,tertiary,no,455,no,no,telephone,21,apr,403,1,-1,0,unknown,yes,1,2.6053050461411096
550,42,management,married,tertiary,no,372,yes,no,cellular,3,aug,654,2,-1,0,unknown,yes,1,2.815577748324267
551,29,blue-collar,single,secondary,no,482,no,yes,cellular,10,jul,1097,3,-1,0,unknown,yes,1,3.0402066275747113
552,24,blue-collar,single,secondary,no,174,yes,yes,cellular,18,may,487,1,-1,0,unknown,yes,1,2.6875289612146345
553,34,admin.,married,tertiary,no,69,no,yes,cellular,4,aug,120,3,1,6,success,yes,1,2.0791812460476247
554,50,blue-collar,married,primary,no,4108,yes,no,cellular,7,aug,526,2,-1,0,unknown,yes,1,2.7209857441537393
555,49,entrepreneur,divorced,unknown,yes,-701,yes,no,cellular,30,jul,988,2,-1,0,unknown,yes,1,2.9947569445876283
556,45,blue-collar,divorced,primary,no,-311,yes,no,unknown,23,may,1030,1,-1,0,unknown,yes,1,3.012837224705172
557,38,entrepreneur,married,secondary,no,593,yes,yes,cellular,24,jul,1484,24,-1,0,unknown,yes,1,3.171433900943008
558,32,blue-collar,married,secondary,no,759,yes,no,cellular,9,apr,317,5,-1,0,unknown,yes,1,2.5010592622177517
559,49,entrepreneur,married,secondary,no,687,yes,no,cellular,17,apr,772,1,-1,0,unknown,yes,1,2.887617300335736
560,25,admin.,single,tertiary,no,760,yes,no,cellular,27,may,223,3,89,2,failure,yes,1,2.3483048630481607
561,35,entrepreneur,married,secondary,no,2971,no,no,cellular,4,may,429,4,164,2,failure,yes,1,2.632457292184724
562,38,management,married,tertiary,no,1199,no,no,cellular,4,aug,178,1,1,1,success,yes,1,2.250420002308894
563,35,entrepreneur,single,tertiary,no,145,yes,no,cellular,18,jul,799,2,-1,0,unknown,yes,1,2.902546779313991
564,35,unemployed,married,secondary,no,978,no,no,cellular,29,dec,1370,3,209,3,success,yes,1,3.1367205671564067
565,32,services,married,primary,no,228,yes,no,cellular,21,jul,1017,6,-1,0,unknown,yes,1,3.0073209529227447
566,30,management,single,tertiary,no,424,no,no,cellular,16,apr,298,4,-1,0,unknown,yes,1,2.4742162640762553
567,55,management,married,primary,no,2587,no,no,cellular,4,sep,328,2,94,2,success,yes,1,2.515873843711679
568,48,admin.,divorced,secondary,no,4099,no,no,cellular,2,apr,397,2,-1,0,unknown,yes,1,2.598790506763115
569,60,technician,single,primary,no,11262,no,no,cellular,26,aug,323,1,-1,0,unknown,yes,1,2.509202522331103
570,37,management,married,tertiary,no,393,yes,no,cellular,14,may,567,3,275,4,failure,yes,1,2.7535830588929064
571,59,retired,married,tertiary,no,9676,no,no,telephone,27,mar,234,2,-1,0,unknown,yes,1,2.369215857410143
572,28,blue-collar,single,secondary,no,517,no,yes,cellular,8,jul,681,1,-1,0,unknown,yes,1,2.833147111912785
573,54,admin.,married,secondary,no,0,no,no,cellular,28,jan,161,1,98,2,failure,yes,1,2.2068258760318495
574,75,retired,divorced,tertiary,no,3810,yes,no,cellular,16,nov,262,1,183,1,failure,yes,1,2.4183012913197452
575,49,management,divorced,tertiary,no,755,no,no,cellular,31,jul,1212,4,-1,0,unknown,yes,1,3.0835026198302673
576,30,management,married,tertiary,no,1221,yes,no,telephone,25,jul,279,4,-1,0,unknown,yes,1,2.4456042032735974
577,35,technician,married,secondary,no,4508,yes,no,cellular,18,nov,854,1,-1,0,unknown,yes,1,2.931457870689005
578,34,self-employed,single,tertiary,no,5462,no,no,cellular,30,apr,430,1,-1,0,unknown,yes,1,2.6334684555795866
579,32,blue-collar,married,secondary,no,889,yes,no,cellular,10,sep,185,1,99,5,success,yes,1,2.2671717284030137
580,61,admin.,married,secondary,no,4608,no,no,cellular,12,mar,212,1,-1,0,unknown,yes,1,2.3263358609287517
581,77,retired,married,tertiary,no,7802,no,no,telephone,4,may,421,1,92,2,success,yes,1,2.6242820958356683
582,53,admin.,married,secondary,no,1796,no,no,telephone,16,mar,295,1,91,2,success,yes,1,2.469822015978163
583,46,admin.,married,secondary,no,22,no,no,cellular,26,aug,388,6,-1,0,unknown,yes,1,2.5888317255942073
584,44,technician,single,secondary,no,244,yes,no,cellular,12,aug,1735,4,-1,0,unknown,yes,1,3.2392994791268928
585,19,student,single,primary,no,103,no,no,cellular,10,jul,104,2,-1,0,unknown,yes,1,2.0170333392987803
586,30,blue-collar,single,secondary,no,315,no,no,cellular,23,jun,1407,1,-1,0,unknown,yes,1,3.1482940974347455
587,52,technician,married,secondary,no,195,yes,no,cellular,18,feb,220,1,63,5,failure,yes,1,2.342422680822206
588,36,blue-collar,married,primary,no,1925,yes,no,cellular,20,apr,904,2,-1,0,unknown,yes,1,2.9561684304753633
589,47,admin.,single,secondary,no,3696,no,no,cellular,12,jul,250,2,181,4,success,yes,1,2.3979400086720375
590,43,management,single,tertiary,no,1304,no,no,cellular,6,aug,501,2,-1,0,unknown,yes,1,2.699837725867246
591,41,blue-collar,married,secondary,yes,720,no,yes,cellular,24,jul,651,1,-1,0,unknown,yes,1,2.8135809885681917
592,28,technician,single,secondary,no,227,no,no,cellular,30,apr,278,1,-1,0,unknown,yes,1,2.444044795918076
593,32,services,single,secondary,no,2881,no,no,cellular,2,jul,356,1,-1,0,unknown,yes,1,2.5514499979728753
594,41,self-employed,married,tertiary,no,231,no,no,cellular,7,aug,352,2,-1,0,unknown,yes,1,2.546542663478131
595,35,technician,married,tertiary,no,7050,no,no,cellular,11,aug,222,3,182,4,success,yes,1,2.346352974450639
596,30,management,single,tertiary,no,2,yes,yes,cellular,25,jul,1031,8,-1,0,unknown,yes,1,3.0132586652835167
597,58,self-employed,divorced,tertiary,no,1382,no,no,unknown,9,jun,700,1,-1,0,unknown,yes,1,2.845098040014257
598,27,management,single,tertiary,no,703,yes,no,unknown,5,jun,590,3,-1,0,unknown,yes,1,2.7708520116421442
599,39,management,married,tertiary,no,2763,yes,no,unknown,2,jun,526,2,-1,0,unknown,yes,1,2.7209857441537393
600,46,self-employed,married,secondary,no,548,no,no,cellular,12,aug,1181,4,-1,0,unknown,yes,1,3.072249897613515
601,28,management,single,tertiary,no,0,yes,no,cellular,16,jul,767,5,-1,0,unknown,yes,1,2.8847953639489807
602,38,technician,single,tertiary,no,25,yes,no,cellular,1,jun,232,2,-1,0,unknown,yes,1,2.3654879848909
603,28,services,single,secondary,no,168,no,no,cellular,1,jun,347,3,140,2,success,yes,1,2.5403294747908736
604,32,management,divorced,tertiary,no,874,no,no,cellular,12,aug,1282,6,-1,0,unknown,yes,1,3.1078880251827985
605,59,retired,married,unknown,no,1033,no,no,unknown,11,jun,1199,1,-1,0,unknown,yes,1,3.0788191830988487
606,35,self-employed,divorced,tertiary,no,1354,yes,no,unknown,23,may,736,2,-1,0,unknown,yes,1,2.866877814337499
607,50,management,married,tertiary,no,3463,no,yes,cellular,28,oct,96,1,-1,0,unknown,yes,1,1.9822712330395684
608,36,technician,married,secondary,no,480,no,no,cellular,20,oct,213,1,-1,0,unknown,yes,1,2.3283796034387376
609,28,management,single,secondary,no,1633,no,no,cellular,5,jun,275,1,-1,0,unknown,yes,1,2.439332693830263
610,55,retired,married,primary,no,3334,no,no,cellular,14,aug,632,4,-1,0,unknown,yes,1,2.800717078282385
611,48,management,married,tertiary,no,1167,yes,yes,cellular,1,jun,264,1,-1,0,unknown,yes,1,2.4216039268698313
612,29,blue-collar,single,secondary,no,908,yes,no,unknown,20,jun,1663,1,-1,0,unknown,yes,1,3.2208922492195193
613,34,management,married,tertiary,no,703,yes,no,cellular,14,apr,342,1,-1,0,unknown,yes,1,2.534026106056135
614,43,management,married,tertiary,no,1429,yes,no,cellular,19,nov,1015,1,198,2,other,yes,1,3.0064660422492318
615,47,blue-collar,married,secondary,no,1996,no,no,unknown,5,jun,761,2,-1,0,unknown,yes,1,2.8813846567705728
616,39,services,single,secondary,no,7066,yes,no,cellular,15,may,667,3,357,3,other,yes,1,2.824125833916549
617,55,housemaid,divorced,primary,no,976,no,no,cellular,28,jun,345,1,94,3,other,yes,1,2.537819095073274
618,46,management,divorced,tertiary,no,624,no,no,cellular,17,sep,336,2,183,2,success,yes,1,2.526339277389844
619,41,admin.,single,secondary,no,1020,yes,no,unknown,19,may,882,1,-1,0,unknown,yes,1,2.94546858513182
620,31,housemaid,single,primary,no,26965,no,no,cellular,21,apr,654,2,-1,0,unknown,yes,1,2.815577748324267
621,26,admin.,single,secondary,no,255,no,no,cellular,30,apr,457,1,80,1,success,yes,1,2.6599162000698504
622,60,technician,married,primary,no,65,yes,no,unknown,9,may,1028,2,-1,0,unknown,yes,1,3.011993114659257
623,27,student,single,tertiary,no,5291,no,no,cellular,12,nov,192,2,92,2,failure,yes,1,2.2833012287035497
624,28,services,single,secondary,no,198,no,no,cellular,5,jul,128,2,-1,0,unknown,yes,1,2.1072099696478683
625,34,blue-collar,divorced,unknown,no,172,no,no,cellular,15,jun,177,1,-1,0,unknown,yes,1,2.2479732663618064
626,34,management,married,tertiary,no,0,yes,no,cellular,7,aug,262,1,99,2,success,yes,1,2.4183012913197452
627,40,blue-collar,married,secondary,no,1451,no,no,cellular,1,jun,314,1,-1,0,unknown,yes,1,2.496929648073215
628,41,technician,married,secondary,no,1066,no,no,cellular,11,feb,109,3,-1,0,unknown,yes,1,2.037426497940624
629,33,management,single,tertiary,no,3143,no,no,cellular,29,jun,421,2,-1,0,unknown,yes,1,2.6242820958356683
630,58,self-employed,married,primary,no,1013,yes,no,cellular,11,aug,206,1,461,1,failure,yes,1,2.3138672203691533
631,34,blue-collar,single,secondary,no,215,no,no,cellular,3,mar,350,3,-1,0,unknown,yes,1,2.5440680443502757
632,43,management,divorced,tertiary,no,388,yes,no,unknown,8,may,2087,2,-1,0,unknown,yes,1,3.3195224490654542
633,59,self-employed,married,tertiary,no,2013,no,no,cellular,19,feb,222,4,94,2,success,yes,1,2.346352974450639
634,37,admin.,married,tertiary,no,3913,yes,no,cellular,27,apr,124,1,-1,0,unknown,yes,1,2.093421685162235
635,45,technician,single,secondary,no,410,yes,no,unknown,30,may,891,4,-1,0,unknown,yes,1,2.949877704036875
636,49,blue-collar,married,secondary,no,-454,yes,no,cellular,14,may,558,1,-1,0,unknown,yes,1,2.7466341989375787
637,53,retired,married,secondary,no,665,yes,no,cellular,22,apr,371,2,-1,0,unknown,yes,1,2.569373909615046
638,42,technician,married,secondary,no,994,yes,no,cellular,11,aug,149,1,78,5,failure,yes,1,2.173186268412274
639,45,admin.,married,secondary,no,5346,yes,yes,unknown,21,oct,187,1,-1,0,unknown,yes,1,2.271841606536499
640,56,retired,married,secondary,no,1044,no,no,telephone,3,jul,353,2,-1,0,unknown,yes,1,2.5477747053878224
641,55,blue-collar,divorced,secondary,no,1613,yes,no,cellular,3,apr,296,1,270,3,failure,yes,1,2.4712917110589387
642,34,services,married,secondary,no,1337,no,no,cellular,17,dec,330,2,127,3,success,yes,1,2.5185139398778875
643,63,entrepreneur,married,secondary,no,3904,no,no,telephone,4,aug,250,2,187,2,success,yes,1,2.3979400086720375
644,48,management,married,tertiary,no,1147,no,no,cellular,5,aug,389,1,64,2,success,yes,1,2.5899496013257077
645,36,blue-collar,married,secondary,no,1049,yes,no,cellular,14,may,224,4,-1,0,unknown,yes,1,2.3502480183341627
646,54,unknown,married,secondary,no,2206,no,no,cellular,12,nov,104,1,99,2,other,yes,1,2.0170333392987803
647,38,admin.,married,tertiary,no,1988,no,no,cellular,27,mar,164,2,130,2,failure,yes,1,2.214843848047698
648,33,blue-collar,married,secondary,no,661,yes,no,cellular,18,jul,968,1,-1,0,unknown,yes,1,2.9858753573083936
649,59,technician,married,secondary,no,1,no,no,cellular,15,apr,159,2,378,3,failure,yes,1,2.2013971243204513
650,37,technician,married,secondary,no,480,no,no,cellular,22,oct,344,2,182,8,other,yes,1,2.53655844257153
651,37,technician,married,unknown,no,189,no,no,cellular,1,oct,238,1,107,2,success,yes,1,2.376576957056512
652,57,retired,married,tertiary,no,0,yes,yes,unknown,28,may,648,1,-1,0,unknown,yes,1,2.8115750058705933
653,60,management,divorced,tertiary,no,366,no,no,cellular,3,jun,593,1,-1,0,unknown,yes,1,2.7730546933642626
654,44,admin.,married,secondary,no,205,no,no,cellular,3,nov,289,1,-1,0,unknown,yes,1,2.4608978427565478
655,32,technician,single,tertiary,no,5514,no,no,cellular,22,apr,319,1,182,1,success,yes,1,2.503790683057181
656,33,management,married,tertiary,no,273,yes,no,unknown,16,may,803,1,-1,0,unknown,yes,1,2.904715545278681
657,28,self-employed,single,tertiary,no,4579,no,no,cellular,12,jan,409,2,-1,0,unknown,yes,1,2.611723308007342
658,37,management,married,tertiary,no,5106,no,no,cellular,30,apr,244,1,-1,0,unknown,yes,1,2.3873898263387296
659,31,technician,married,tertiary,no,636,yes,no,cellular,4,may,352,4,-1,0,unknown,yes,1,2.546542663478131
660,34,services,married,secondary,no,1076,no,no,cellular,12,may,152,1,182,6,success,yes,1,2.1818435879447726
661,54,retired,divorced,tertiary,no,0,no,no,unknown,13,may,618,1,-1,0,unknown,yes,1,2.790988475088816
662,61,management,married,tertiary,no,6016,no,no,cellular,2,feb,670,3,-1,0,unknown,yes,1,2.8260748027008264
663,36,management,single,tertiary,no,490,no,no,cellular,28,aug,207,8,98,1,failure,yes,1,2.315970345456918
664,75,retired,divorced,secondary,no,1341,no,no,cellular,18,dec,415,7,-1,0,unknown,yes,1,2.6180480967120925
665,60,blue-collar,married,primary,no,493,no,no,cellular,18,aug,671,4,-1,0,unknown,yes,1,2.826722520168992
666,54,unknown,married,unknown,no,895,no,no,cellular,7,oct,335,1,-1,0,unknown,yes,1,2.525044807036845
667,27,technician,single,secondary,no,158,no,no,unknown,1,jul,650,2,-1,0,unknown,yes,1,2.8129133566428557
668,41,management,divorced,tertiary,no,5037,no,no,cellular,23,apr,252,9,185,5,other,yes,1,2.401400540781544
669,46,admin.,divorced,secondary,no,2232,no,no,cellular,13,feb,121,1,-1,0,unknown,yes,1,2.08278537031645
670,31,management,married,tertiary,no,2603,yes,no,cellular,11,feb,280,4,-1,0,unknown,yes,1,2.4471580313422194
671,32,management,single,tertiary,no,41,no,no,cellular,21,aug,686,5,-1,0,unknown,yes,1,2.8363241157067516
672,59,retired,divorced,secondary,no,5845,no,no,cellular,14,may,1060,2,-1,0,unknown,yes,1,3.0253058652647704
673,42,management,married,unknown,no,1519,no,no,cellular,19,oct,230,1,92,1,success,yes,1,2.361727836017593
674,80,retired,married,secondary,no,8304,no,no,telephone,9,jun,712,1,64,12,failure,yes,1,2.8524799936368566
675,49,management,married,secondary,no,1623,yes,no,cellular,19,nov,1081,2,-1,0,unknown,yes,1,3.03382569395331
676,45,admin.,married,secondary,no,204,yes,no,cellular,3,jun,224,2,-1,0,unknown,yes,1,2.3502480183341627
677,32,management,single,tertiary,no,311,no,no,unknown,12,may,757,2,-1,0,unknown,yes,1,2.8790958795000727
678,27,admin.,married,secondary,no,710,yes,yes,cellular,6,may,653,1,334,2,success,yes,1,2.814913181275074
679,47,technician,married,secondary,no,1233,yes,no,unknown,11,sep,91,1,100,2,other,yes,1,1.9590413923210936
680,28,management,single,secondary,no,171,no,no,cellular,10,mar,93,1,-1,0,unknown,yes,1,1.968482948553935
681,83,retired,married,primary,no,425,no,no,telephone,22,jun,883,1,140,1,failure,yes,1,2.9459607035775686
682,46,admin.,married,secondary,no,368,no,no,cellular,20,aug,293,1,90,4,other,yes,1,2.4668676203541096
683,38,technician,married,tertiary,no,3234,no,no,cellular,18,nov,578,2,-1,0,unknown,yes,1,2.761927838420529
684,35,blue-collar,single,secondary,no,0,yes,no,cellular,16,apr,1174,1,345,4,other,yes,1,3.0696680969115957
685,38,services,single,secondary,no,2253,yes,no,cellular,13,may,937,3,-1,0,unknown,yes,1,2.971739590887778
686,36,management,married,tertiary,no,495,no,no,cellular,5,aug,157,3,97,2,success,yes,1,2.1958996524092336
687,59,retired,single,secondary,no,351,yes,no,unknown,27,may,1063,5,-1,0,unknown,yes,1,3.0265332645232967
688,64,retired,married,secondary,no,1574,no,no,telephone,29,jul,301,3,-1,0,unknown,yes,1,2.478566495593843
689,77,retired,married,tertiary,no,0,no,no,cellular,16,oct,847,1,60,1,success,yes,1,2.9278834103307068
690,56,housemaid,divorced,primary,yes,1238,no,no,unknown,5,jun,1558,1,-1,0,unknown,yes,1,3.1925674533365456
691,32,technician,single,tertiary,no,4665,yes,no,unknown,21,may,860,2,-1,0,unknown,yes,1,2.934498451243568
692,31,management,married,tertiary,no,1224,yes,yes,cellular,24,jul,1441,2,-1,0,unknown,yes,1,3.1586639808139894
693,45,services,single,primary,no,1893,yes,no,unknown,3,jun,1259,6,-1,0,unknown,yes,1,3.1000257301078626
694,36,management,married,tertiary,no,2987,yes,no,cellular,12,aug,307,1,-1,0,unknown,yes,1,2.4871383754771865
695,31,blue-collar,married,secondary,no,1766,no,yes,cellular,5,jun,166,2,-1,0,unknown,yes,1,2.220108088040055
696,53,services,divorced,secondary,no,0,no,no,cellular,12,mar,80,2,-1,0,unknown,yes,1,1.9030899869919435
697,59,technician,married,secondary,no,259,no,no,cellular,15,jun,415,1,89,1,success,yes,1,2.6180480967120925
698,29,technician,single,secondary,no,113,no,no,cellular,12,feb,328,2,183,4,success,yes,1,2.515873843711679
699,46,technician,married,secondary,no,57,no,no,unknown,28,may,796,1,-1,0,unknown,yes,1,2.900913067737669
700,47,admin.,divorced,secondary,no,225,no,no,cellular,28,aug,1126,4,-1,0,unknown,yes,1,3.0515383905153275
701,42,admin.,divorced,secondary,no,936,no,no,cellular,30,jan,931,1,-1,0,unknown,yes,1,2.9689496809813427
702,33,technician,married,secondary,no,133,no,no,cellular,4,may,218,1,-1,0,unknown,yes,1,2.3384564936046046
703,54,management,divorced,tertiary,no,2171,yes,yes,telephone,18,nov,1034,1,-1,0,unknown,yes,1,3.0145205387579237
704,28,student,single,tertiary,no,1562,no,no,cellular,15,feb,659,4,-1,0,unknown,yes,1,2.8188854145940097
705,42,management,divorced,unknown,no,7702,no,no,cellular,16,feb,138,2,-1,0,unknown,yes,1,2.1398790864012365
706,49,management,single,tertiary,no,151,yes,no,cellular,8,jul,97,3,-1,0,unknown,yes,1,1.9867717342662448
707,46,management,divorced,tertiary,no,1297,no,no,cellular,11,aug,716,3,-1,0,unknown,yes,1,2.8549130223078554
708,39,self-employed,single,tertiary,no,426,no,no,unknown,18,jun,1029,1,-1,0,unknown,yes,1,3.012415374762433
709,53,blue-collar,married,primary,no,306,no,no,cellular,28,jul,388,3,181,1,success,yes,1,2.5888317255942073
710,52,blue-collar,divorced,primary,no,-191,yes,no,unknown,15,may,755,1,-1,0,unknown,yes,1,2.8779469516291885
711,47,services,single,unknown,no,1784,no,no,cellular,19,oct,385,2,-1,0,unknown,yes,1,2.5854607295085006
712,32,technician,single,secondary,no,0,no,no,cellular,18,aug,594,4,-1,0,unknown,yes,1,2.7737864449811935
713,37,technician,single,secondary,no,2442,no,no,cellular,16,feb,91,3,-1,0,unknown,yes,1,1.9590413923210936
714,43,admin.,married,secondary,no,132,no,no,cellular,19,aug,574,1,84,3,success,yes,1,2.7589118923979736
715,31,management,single,tertiary,no,3283,no,no,cellular,2,feb,258,1,73,1,failure,yes,1,2.41161970596323
716,35,management,single,tertiary,no,5958,yes,no,cellular,22,mar,215,1,-1,0,unknown,yes,1,2.3324384599156054
717,25,student,single,secondary,no,304,no,no,cellular,26,may,226,2,-1,0,unknown,yes,1,2.3541084391474008
718,32,blue-collar,single,secondary,no,118,yes,no,cellular,17,jul,1275,1,-1,0,unknown,yes,1,3.1055101847699738
719,46,admin.,married,secondary,no,70,yes,no,cellular,27,mar,229,2,-1,0,unknown,yes,1,2.359835482339888
720,48,management,married,secondary,no,4415,yes,no,cellular,8,apr,1032,3,141,7,failure,yes,1,3.0136796972911926
721,34,technician,married,tertiary,no,197,no,no,cellular,20,aug,78,3,-1,0,unknown,yes,1,1.8920946026904804
722,53,admin.,single,secondary,no,2398,yes,no,cellular,2,aug,317,1,180,2,failure,yes,1,2.5010592622177517
723,40,admin.,single,secondary,no,100,yes,no,cellular,11,aug,221,1,461,1,success,yes,1,2.3443922736851106
724,49,housemaid,married,primary,no,889,no,no,telephone,7,jul,388,1,-1,0,unknown,yes,1,2.5888317255942073
